Processed_Text,Encoded_Label
knightley take liberty consider know somewhat privilege speech emmas mother might liberty hinting think possible good arise harriet smith intimacy made matter much discussion among,0
pray excuse supposing little inconvenience may apprehended intimacy expected emma accountable nobody father perfectly approves acquaintance put end long source pleasure,0
ha many year province give advice surprized mr,1
knightley little remains office,1
cried much obliged,1
good advice shall better fate advice ha often found shall attended,0
mr,1
john knightley easily alarmed might made unhappy sister,1
satisfied said raise outcry,1
keep illhumour,1
sincere interest emma,1
isabella doe seem sister ha never excited greater interest perhaps hardly great,0
anxiety curiosity one feel emma,1
wonder become said mr,1
weston gently much,1
always declares never marry course mean nothing,1
idea ha yet ever seen man cared,1
would bad thing much love proper object,1
like see emma love doubt return would good,1
nobody hereabouts attach go seldom home,1
doe indeed seem little tempt break resolution present said mr,0
weston well happy hartfield wish forming attachment would creating difficulty poor mr,0
woodhouses account,1
recommend matrimony present emma though mean slight state assure,0
part meaning wa conceal favourite thought mr,1
weston subject much possible,1
wish randalls respecting emmas destiny wa desirable suspected quiet transition mr,0
knightley soon afterwards made doe weston think weather shall rain convinced nothing say surmise hartfield,0
chapter vi emma could feel doubt given harriets fancy proper direction raised gratitude young vanity good purpose found decidedly sensible mr,0
eltons remarkably handsome man agreeable manner hesitation following assurance admiration agreeable hint wa soon pretty confident creating much liking harriets side could occasion,0
wa quite convinced mr,1
eltons fairest way falling love love already,1
scruple regard,1
talked harriet praised warmly could suppose thing wanting little time would add,0
perception striking improvement harriets manner since introduction hartfield wa one least agreeable proof growing attachment,0
given miss smith required said made graceful easy,1
wa beautiful creature came opinion attraction added infinitely superior received nature,0
glad think useful harriet wanted drawing receiving hint,1
natural grace sweetness temper artlessness,1
done little,1
admissible contradict lady said gallant mr,1
elton perhaps given little decision character taught think point fallen way,0
exactly principally strike,1
much superadded decision character skilful ha hand great ha pleasure sure,0
never met disposition truly amiable,1
doubt,1
wa spoken sort sighing animation vast deal lover,1
wa less pleased another day manner seconded sudden wish harriets picture,0
ever likeness taken harriet said ever sit picture harriet wa point leaving room stopt say interesting naivete oh dear never,0
sooner wa sight emma exclaimed exquisite possession good picture would would give money,0
almost long attempt likeness,1
know dare say two three year ago great passion taking likeness attempted several friend wa thought tolerable eye general,0
one cause another gave disgust,1
really could almost venture harriet would sit,1
would delight picture let entreat cried mr,1
elton would indeed delight let entreat miss woodhouse exercise charming talent favour friend,0
know drawing,1
could suppose ignorant room rich specimen landscape flower ha mr,0
weston inimitable figurepieces drawingroom randalls yes good manthought emmabut ha taking likeness know nothing drawing,0
dont pretend rapture mine,1
keep rapture harriets face,1
well give kind encouragement mr,1
elton believe shall try,1
harriets feature delicate make likeness difficult yet peculiarity shape eye line mouth one ought catch,0
exactly sothe shape eye line mouthi doubt success,1
pray pray attempt,1
indeed use word exquisite possession,1
afraid mr,1
